,Year,Month,State,Location,Food,Species,Illnesses,Hospitalizations,Fatalities
10008,2006,January,California,Restaurant,"Burrito, Unspecified",Bacterium,4,0.0,0.0
10009,2006,January,California,Private Home/Residence; Catering Service; Religious Facility,Alcohol,Norovirus genogroup II,23,0.0,0.0
10011,2006,January,California,Grocery Store,Fried Foods,Bacterium,4,0.0,0.0
10016,2006,January,California,Restaurant,"Chicken, Other",Bacterium,6,0.0,0.0
10017,2006,January,California,Private Home/Residence,Home Canned Carrots,Clostridium botulinum,2,2.0,0.0
10018,2006,January,California,Restaurant,Unspecified Fish,Shigella sonnei,8,1.0,0.0
10019,2006,January,California,Restaurant,"Salad, Unspecified",Norovirus unknown,12,0.0,0.0
10023,2006,January,California,Private Home/Residence; Catering Service,Chili Colorado,Clostridium perfringens,34,0.0,0.0
10025,2006,January,Colorado,Restaurant,"Sandwich, Other Specialty",Staphylococcus aureus,4,0.0,0.0
10026,2006,January,Colorado,,"Oysters, Raw",Campylobacter jejuni,3,0.0,0.0
10027,2006,January,Connecticut,Banquet Facility,Ice,Norovirus genogroup II,59,0.0,0.0
10040,2006,January,Georgia,Restaurant,Seafood Pasta,Staphylococcus aureus,2,0.0,0.0
10042,2006,January,Illinois,,"Whole Milk, Unpasteurized",Campylobacter jejuni,18,0.0,0.0
10056,2006,January,Minnesota,Private Home/Residence,"Sandwich, Submarine",Norovirus genogroup I,12,0.0,0.0
10057,2006,January,Minnesota,Private Home/Residence,Other Food,Norovirus genogroup I,18,0.0,0.0
10058,2006,January,Minnesota,Prison/Jail,"Turkey, Unspecified; Gravy, Unspecified",Clostridium perfringens,76,0.0,0.0
10059,2006,January,Minnesota,Restaurant,"Sandwich, Ham",Norovirus genogroup I,11,0.0,0.0
10060,2006,January,Minnesota,Unknown,Unspecified Fruit,Norovirus genogroup I,16,0.0,0.0
10063,2006,January,Minnesota,Banquet Facility,Salad Bar; Buffet,Norovirus genogroup I,19,0.0,0.0
10070,2006,January,New York,Restaurant; Private Home/Residence,"Ground Beef, Unspecified","Escherichia coli, Shiga toxin-producing",2,2.0,0.0
10072,2006,January,North Carolina,Restaurant,"Ground Beef, Other",Salmonella enterica,9,0.0,0.0
10078,2006,January,Ohio,,"Whole Milk, Unpasteurized",Campylobacter unknown,3,1.0,0.0
10079,2006,January,Ohio,Private Home/Residence,Yellowfin Tuna,Scombroid toxin,2,0.0,0.0
10080,2006,January,Ohio,Restaurant,"Oil, Unspecified; Liver, Chicken",Salmonella enterica,113,23.0,0.0
10081,2006,January,Oregon,Restaurant,Salad Bar,Norovirus genogroup I,16,0.0,0.0
10082,2006,January,Oregon,Restaurant,Lettuce-Based Salads Unspecified,Shigella sonnei,35,7.0,0.0
10083,2006,January,Oregon,Restaurant,"Oysters, Unspecified",Norovirus unknown,8,0.0,0.0
10085,2006,January,Pennsylvania,Restaurant; Nursing Home/Assisted Living Facility; Hospital,Tomatoes,Salmonella enterica,16,4.0,0.0
10093,2006,January,Washington,Private Home/Residence,"Beef, Other",Clostridium perfringens,32,0.0,0.0
10094,2006,January,Wisconsin,Prison/Jail,"Ground Beef, Sloppy Joe; Chicken, Other",Norovirus genogroup I,12,0.0,0.0
10095,2006,January,Wisconsin,Private Home/Residence; Catering Service,Mixed Fruit,Norovirus genogroup I,14,0.0,0.0
10096,2006,February,Arizona,Prison/Jail,"Burrito, Turkey",Clostridium perfringens,249,0.0,0.0
10097,2006,February,Arkansas,Restaurant,"Chicken, Teriyaki; Sushi, Unspecified",Salmonella enterica,161,7.0,0.0
10102,2006,February,California,Catering Service,Multiple Foods,Norovirus unknown,16,0.0,0.0
10104,2006,February,California,Private Home/Residence; Catering Service,Cajon Maque Chou,Bacillus cereus; Clostridium perfringens,28,0.0,0.0
10107,2006,February,California,Restaurant,"Salad, Unspecified",Norovirus unknown,5,0.0,0.0
10110,2006,February,California,Restaurant,"Salad, Unspecified",Norovirus unknown,49,0.0,0.0
10111,2006,February,California,Private Home/Residence,Pancit,Staphylococcus aureus,38,0.0,0.0
10112,2006,February,California,Restaurant; Grocery Store; Office/Indoor Workplace,Multiple Foods,Norovirus unknown,38,0.0,0.0
10125,2006,February,Georgia,Restaurant,"Sour Cream; Cheddar Cheese, Unspecified; Chips, Tortilla",Norovirus genogroup II,17,0.0,0.0
10131,2006,February,Illinois,Banquet Facility,"Tap Water; Green Salad; Mozarella, Unspecified",Norovirus genogroup I,28,0.0,0.0
10141,2006,February,Minnesota,Restaurant,Lettuce-Based Salads Unspecified,Norovirus genogroup I,6,0.0,0.0
10142,2006,February,Minnesota,Restaurant,"Sandwich, Submarine",Norovirus genogroup I,22,1.0,0.0
10145,2006,February,Minnesota,Restaurant,"Tuna, Unspecified",Scombroid toxin,2,1.0,0.0
10152,2006,February,New York,,"Refried Beans, Unspecified; Rice, Unspecified",Clostridium perfringens,8,0.0,0.0
10154,2006,February,New York,,"Whole Milk, Unpasteurized",Campylobacter unknown,2,0.0,0.0
10156,2006,February,North Carolina,Restaurant,Eggs Benedict,Salmonella enterica,9,2.0,0.0
10160,2006,February,Ohio,Restaurant,"Sandwich, Turkey",Norovirus genogroup I,24,1.0,0.0
10162,2006,February,Oregon,Restaurant; Fair/Festival,"Oysters, Raw",Norovirus unknown,6,0.0,0.0
10163,2006,February,Oregon,Restaurant,Bean Sprouts,Salmonella enterica,4,0.0,0.0
10169,2006,February,Virginia,Prison/Jail,"Turkey, Unspecified",Salmonella enterica,40,1.0,0.0
10172,2006,February,Wisconsin,,"Pastry, Unspecified",Norovirus genogroup II,9,0.0,0.0
10174,2006,March,Arizona,Catering Service,"Pie, Apple",Norovirus genogroup II,26,0.0,0.0
10175,2006,March,California,Restaurant,Taco Meat,Bacterium,6,0.0,0.0
10176,2006,March,California,Restaurant,Multiple Foods,Norovirus genogroup I,16,0.0,0.0
10177,2006,March,California,Restaurant; Grocery Store,Multiple Foods,Norovirus genogroup I,23,0.0,0.0
10179,2006,March,California,Restaurant,"Burrito, Unspecified",Salmonella enterica,3,1.0,0.0
10182,2006,March,California,Banquet Facility,"Pork, Other",Norovirus genogroup I,18,0.0,0.0
10186,2006,March,California,Restaurant,Korean Side Dishes (Various),Salmonella enterica,4,0.0,0.0
10187,2006,March,California,Private Home/Residence,Mushrooms,Mycotoxins,5,3.0,0.0
10194,2006,March,California,,Mexican Cheese (Queso Fresco And/Or Other),Salmonella enterica,4,4.0,0.0
10199,2006,March,Florida,Private Home/Residence,"Grouper, Black",Ciguatoxin,8,3.0,0.0
10206,2006,March,Georgia,Private Home/Residence,Tortilla Espanola,Bacillus other,15,0.0,0.0
10207,2006,March,Georgia,Restaurant,"Chicken, Honey Mustard",Clostridium perfringens,4,0.0,0.0
10208,2006,March,Hawaii,Catering Service,"Roast Beef, Other",Clostridium perfringens,33,0.0,0.0
10213,2006,March,Illinois,Restaurant,Vegetable-Based Salads Unspecified,Norovirus genogroup I,13,1.0,0.0
10214,2006,March,Illinois,Restaurant,"Burrito, Beef",Clostridium perfringens,8,0.0,0.0
10217,2006,March,Illinois,Unknown,"Other Cheese, Unpasteurized",Salmonella enterica; Salmonella enterica,96,36.0,0.0
10224,2006,March,Mississippi,Grocery Store,Macaroni And Cheese,Salmonella enterica,25,12.0,0.0
10229,2006,March,New Jersey,Restaurant,Caesar Dressing,Salmonella enterica,4,0.0,0.0
10233,2006,March,New York,Restaurant,Danishes,Norovirus genogroup I,45,1.0,0.0
10234,2006,March,New York,Restaurant; Private Home/Residence,"Ground Beef, Unspecified","Escherichia coli, Shiga toxin-producing",6,4.0,0.0
10244,2006,March,Oregon,Restaurant,"Oysters, Raw",Norovirus unknown,2,0.0,0.0
10251,2006,March,Virginia,Restaurant,"Tuna, Unspecified; Tuna Salad",Histamine,6,0.0,0.0
10259,2006,April,California,Restaurant,"Lettuce, Unspecified",Norovirus genogroup I,3,0.0,0.0
10261,2006,April,California,Restaurant,"Sushi, Unspecified; Unspecified Fruit",Norovirus genogroup I,9,0.0,0.0
10262,2006,April,California,Restaurant,"Fish, Albacore",Scombroid toxin,2,2.0,0.0
10263,2006,April,California,Restaurant,"Chicken, Other",Clostridium perfringens; Bacillus cereus,5,0.0,0.0
10266,2006,April,California,Restaurant; Catering Service,Multiple Foods,Norovirus genogroup II,18,0.0,0.0
10267,2006,April,California,Restaurant; Catering Service,Multiple Foods,Norovirus genogroup II,56,0.0,0.0
10268,2006,April,California,Restaurant,Vegetable Tray,Norovirus unknown,5,0.0,0.0
10269,2006,April,California,Restaurant; Religious Facility,"Bread, Unspecified",Norovirus unknown,9,0.0,0.0
10275,2006,April,California,Restaurant; Grocery Store,Carne Asada,Bacillus cereus; Clostridium perfringens,11,0.0,0.0
10278,2006,April,California,Restaurant,Mayonnaise Made With Raw Eggs,Salmonella enterica,22,5.0,0.0
10279,2006,April,California,Fair/Festival; Office/Indoor Workplace,"Cookies, Unspecified",Bacterium,14,0.0,0.0
10280,2006,April,California,,Ice,Hepatitis A,8,2.0,0.0
10283,2006,April,Colorado,Catering Service,"Fish, Mahi Mahi",Scombroid toxin,5,0.0,0.0
10285,2006,April,Colorado,Catering Service,Lettuce-Based Salads Unspecified,Norovirus genogroup I,20,0.0,0.0
10287,2006,April,Connecticut,Restaurant,"Sandwich, Chicken",Norovirus genogroup II,8,0.0,0.0
10297,2006,April,Florida,Restaurant,"Soup, Wonton",Monosodium glutamate (MSG),2,0.0,0.0
10302,2006,April,Georgia,Restaurant,Shrimp Baugette,Staphylococcus aureus,4,0.0,0.0
10304,2006,April,Hawaii,Private Home/Residence,"Fish, Mahi Mahi",Scombroid toxin,4,0.0,0.0
10305,2006,April,Hawaii,Restaurant,"Fish, Mahi Mahi",Scombroid toxin,2,0.0,0.0
10307,2006,April,Idaho,Banquet Facility,"Enchilada, Chicken",Norovirus unknown,21,0.0,0.0
10313,2006,April,Illinois,Restaurant,Ice,Norovirus genogroup I,23,0.0,0.0
10315,2006,April,Kansas,Restaurant,"Pie, Merengue",Salmonella enterica,13,6.0,0.0
10321,2006,April,Michigan,Restaurant,Lettuce Based Salads,Norovirus genogroup II,108,5.0,0.0
10322,2006,April,Michigan,Restaurant,"Salad Dressing, Unspecified",Norovirus genogroup II,70,0.0,0.0
10324,2006,April,Minnesota,Restaurant,"Refried Beans, Unspecified",Clostridium perfringens,5,0.0,0.0
10325,2006,April,Minnesota,Restaurant,"Bread, Unspecified",Norovirus genogroup I,9,1.0,0.0
10326,2006,April,Minnesota,Restaurant,"Fried Onions/Onion Rings, Unspecified",Norovirus genogroup I,9,0.0,0.0
10327,2006,April,Minnesota,Restaurant,"Sandwich, Turkey",Norovirus genogroup I,11,0.0,0.0
10328,2006,April,Minnesota,Private Home/Residence,Stuffed Chicken,Salmonella enterica,3,2.0,0.0
10332,2006,April,New York,Restaurant,"Fish, Tuna",Scombroid toxin,2,0.0,0.0
10336,2006,April,North Dakota,Restaurant,"Chicken, Nuggets/Fingers",Norovirus genogroup I,27,0.0,0.0
10345,2006,April,Ohio,Restaurant,Chicken And Rice,Norovirus genogroup I,5,0.0,0.0
10351,2006,April,Ohio,Private Home/Residence,"Lamb, Other","Escherichia coli, Shiga toxin-producing",7,5.0,0.0
10352,2006,April,Oregon,Catering Service,"Chicken, Baked",Salmonella enterica,7,0.0,0.0
10355,2006,April,Pennsylvania,Restaurant,"Tuna, Unspecified",Scombroid toxin,7,0.0,0.0
10358,2006,April,Pennsylvania,Restaurant; Private Home/Residence; Catering Service,Meatballs; Green Salad,Norovirus genogroup I,36,0.0,0.0
10360,2006,April,Rhode Island,Banquet Facility,Lettuce Based Salads,Norovirus unknown,99,0.0,0.0
10362,2006,April,Tennessee,Catering Service,Coleslaw,Norovirus genogroup II,70,1.0,0.0
10366,2006,April,Virginia,Private Home/Residence,"Beef, Unspecified; Potato Salad; Rice",Staphylococcus aureus,36,0.0,0.0
10375,2006,April,Wisconsin,Restaurant,Ranch Dressing,Norovirus genogroup II,20,0.0,0.0
10376,2006,April,Wisconsin,Restaurant,"Sandwich, Submarine",Norovirus genogroup II,9,0.0,0.0
10379,2006,May,California,Restaurant,"Cake, Cheese",Norovirus unknown,4,0.0,0.0
10385,2006,May,California,Private Home/Residence,Chicken Salad,Staphylococcus aureus,22,0.0,0.0
10386,2006,May,California,Restaurant,"Sandwich, Turkey",Norovirus unknown,27,0.0,0.0
10393,2006,May,California,Restaurant,"Ground Beef, Cheeseburger",Bacterium,3,0.0,0.0
10394,2006,May,California,Unknown,Tri-Tip,Bacillus cereus; Clostridium perfringens,15,0.0,0.0
10396,2006,May,California,Prison/Jail,"Other Milk, Pasteurized",Campylobacter jejuni,1644,7.0,0.0
10399,2006,May,Colorado,Restaurant,"Ravioli, Unspecified; Lettuce-Based Salads Unspecified",Norovirus genogroup I,26,0.0,0.0
10401,2006,May,Colorado,Restaurant,Shrimp Cocktail,Norovirus genogroup I,11,0.0,0.0
10402,2006,May,Colorado,Restaurant,"Tortilla, Unspecified; Cheese, Unspecified; Iceberg Lettuce, Unspecified",Norovirus genogroup I,18,0.0,0.0
10403,2006,May,Colorado,Restaurant,"Chicken, Teriyaki",Salmonella enterica,22,6.0,0.0
10404,2006,May,Colorado,Prison/Jail,Green Salad,Norovirus genogroup I,50,0.0,0.0
10405,2006,May,Colorado,Restaurant,Chicken; Watermelon,Salmonella enterica,7,0.0,0.0
10423,2006,May,Georgia,Restaurant,"Pork, Bbq",Staphylococcus aureus,4,0.0,0.0
10425,2006,May,Hawaii,Fair/Festival,"Pork, Roasted",Staphylococcus aureus,46,0.0,0.0
10427,2006,May,Idaho,Restaurant,"Lettuce, Unspecified",Norovirus unknown,24,0.0,0.0
10434,2006,May,Indiana,Grocery Store,"Deli Meat, Unspecified",Salmonella enterica,199,39.0,0.0
10435,2006,May,Indiana,Banquet Facility,"Sandwich, Turkey",Norovirus unknown,31,0.0,0.0
10436,2006,May,Iowa,Private Home/Residence,"Pork, Roasted",Bacterium,16,0.0,0.0
10444,2006,May,Michigan,Prison/Jail,Powdered Milk,Staphylococcus aureus,36,0.0,0.0
10449,2006,May,Minnesota,Office/Indoor Workplace,"Sandwich, Other",Norovirus genogroup I,8,0.0,0.0
10450,2006,May,Minnesota,Restaurant,Lettuce Based Salads,Norovirus genogroup I,60,0.0,0.0
10451,2006,May,Minnesota,Restaurant,"Fish, Escolar",Scombroid toxin,2,0.0,0.0
10453,2006,May,Minnesota,Restaurant,"Fish, Escolar",Scombroid toxin,4,0.0,0.0
10454,2006,May,Minnesota,Restaurant,"Fish, Escolar",Scombroid toxin,18,0.0,0.0
10457,2006,May,Mississippi,Catering Service,Potato Salad,Norovirus genogroup I,250,1.0,0.0
10458,2006,May,Multistate,Restaurant; Private Home/Residence; Banquet Facility; Grocery Store,Oysters,Vibrio parahaemolyticus,177,2.0,0.0
10463,2006,May,New York,Restaurant,"Octopus, Unspecified; Scallops, Unspecified; Lobster, Fried",Vibrio parahaemolyticus,19,1.0,0.0
10464,2006,May,New York,Restaurant,"Crab, Unspecified",Vibrio parahaemolyticus,80,0.0,0.0
10467,2006,May,New York,Restaurant; Private Home/Residence,"Ground Beef, Meatballs; Green Salad; Steak, Unspecified","Escherichia coli, Shiga toxin-producing",3,2.0,0.0
10468,2006,May,North Carolina,Restaurant,Crab Salad,Norovirus unknown,22,1.0,0.0
10469,2006,May,Ohio,Grocery Store,"Ham, Other",Norovirus genogroup I,4,0.0,0.0
10472,2006,May,Ohio,Restaurant,Lettuce-Based Salads Unspecified,Norovirus genogroup I,15,1.0,0.0
10473,2006,May,Ohio,Banquet Facility,"Lettuce-Based Salads Unspecified; Cake, Unspecified; Chicken Dishes; Meatballs; Pasta",Norovirus genogroup I,18,0.0,0.0
10476,2006,May,Ohio,Restaurant,Salad Bar,Norovirus genogroup I,14,0.0,0.0
10477,2006,May,Ohio,Banquet Facility; Office/Indoor Workplace,Antipasto; Unspecified Fruit,Norovirus genogroup I,127,0.0,0.0
10478,2006,May,Ohio,Catering Service,"Roast Beef, Unspecified; Noodles, Unspecified",Bacillus cereus; Clostridium perfringens,53,1.0,0.0
10481,2006,May,Oklahoma,Grocery Store,"Cake, Unspecified",Norovirus genogroup II,6,0.0,0.0
10486,2006,May,Oregon,Restaurant,Carne Asada,Salmonella enterica,9,0.0,0.0
10496,2006,May,Virginia,,Raw Milk,Campylobacter jejuni,9,0.0,0.0
10498,2006,May,Washington,,Mushrooms,Mycotoxins,3,3.0,0.0
10499,2006,May,Washington,Restaurant,"Sandwich, Deli",Norovirus genogroup I,4,0.0,0.0
10501,2006,May,Wisconsin,Restaurant,"Broccoli, Unspecified",Norovirus genogroup II,48,2.0,0.0
10503,2006,May,Wisconsin,Private Home/Residence,"Homemade Cheese, Unpasteurized",Campylobacter jejuni,58,2.0,0.0
10504,2006,June,California,Private Home/Residence,Multiple Foods,Norovirus genogroup I,8,0.0,0.0
10510,2006,June,California,Restaurant,"Chips, Tortilla; Chicken Dishes, Unspecified",Norovirus unknown,21,0.0,0.0
10511,2006,June,California,Restaurant,Potato Salad,Norovirus unknown,57,0.0,0.0
10515,2006,June,California,Restaurant; Private Home/Residence,"Oysters, Raw",Vibrio parahaemolyticus,27,0.0,0.0
10516,2006,June,California,Banquet Facility,Chicken Skewers,Salmonella enterica,39,0.0,0.0
10519,2006,June,Colorado,Restaurant,"Sandwich, Speciality",Norovirus genogroup I,22,0.0,0.0
10520,2006,June,Colorado,Office/Indoor Workplace,"Fish, Mahi Mahi",Scombroid toxin,3,0.0,0.0
10522,2006,June,Connecticut,Banquet Facility,"Pizza, Vegetable",Norovirus genogroup I,34,0.0,0.0
10535,2006,June,Hawaii,Private Home/Residence,"Fish, Roi",Ciguatoxin,6,4.0,0.0
10536,2006,June,Hawaii,Private Home/Residence,"Fish, Mahi Mahi",Scombroid toxin,2,0.0,0.0
10546,2006,June,Maryland,Restaurant,"Lettuce, Unspecified; Tomato, Unspecified",Salmonella enterica,18,4.0,0.0
10548,2006,June,Maryland,Restaurant,"Ribs, Pork",Norovirus genogroup II,9,0.0,0.0
10552,2006,June,Michigan,Restaurant,"Sandwich, Turkey",Norovirus genogroup II,17,0.0,0.0
10554,2006,June,Minnesota,Restaurant,"Soup, Other Vegetable-Based",Salmonella enterica,50,6.0,0.0
10555,2006,June,Minnesota,Restaurant,Taco Or Nacho Salad,Listeria unknown,2,0.0,0.0
10558,2006,June,Minnesota,Restaurant,Fruit Salad,Cyclospora cayatenensis,14,0.0,0.0
10560,2006,June,Multistate,Restaurant,"Tomato, Unspecified",Salmonella enterica,115,8.0,0.0
10561,2006,June,Multistate,Nursing Home/Assisted Living Facility; Hospital,Fruit Salad,Salmonella enterica,41,7.0,0.0
10565,2006,June,New York,Restaurant,"Chicken, Teriyaki",Staphylococcus aureus,2,0.0,0.0
10568,2006,June,New York,Restaurant,"Scallop, Conch, Sea Cucumber",Salmonella enterica; Salmonella enterica,32,0.0,0.0
10575,2006,June,North Dakota,Restaurant; Catering Service,Mixed Fruit,Norovirus unknown,37,0.0,0.0
10579,2006,June,Ohio,Restaurant,"Roast Beef, Unspecified",Norovirus genogroup I,29,1.0,0.0
10580,2006,June,Ohio,Restaurant; Banquet Facility,Ice,Norovirus genogroup I,38,1.0,0.0
10583,2006,June,Ohio,Restaurant,Potato Salad,Norovirus genogroup I,100,1.0,0.0
10586,2006,June,Ohio,Restaurant,"Multiple Cheeses, Pasteurized; Vegetable Tray; Beverage With Ice, Unspecified",Norovirus genogroup I,20,0.0,0.0
10587,2006,June,Ohio,Restaurant,"Guacamole, Unspecified",Norovirus genogroup I,113,1.0,0.0
10590,2006,June,Oklahoma,Restaurant,"Beef, Bbq",Staphylococcus aureus,11,1.0,0.0
10591,2006,June,Oregon,Restaurant,"Salsa, Unspecified",Norovirus unknown,17,0.0,0.0
10592,2006,June,Oregon,Restaurant,Ice,Norovirus unknown,17,0.0,0.0
10595,2006,June,Pennsylvania,Nursing Home/Assisted Living Facility,"Salad, Unspecified",Norovirus genogroup I,37,8.0,0.0
10617,2006,July,California,Restaurant,Chicken,Bacillus cereus; Clostridium perfringens,6,0.0,0.0
10619,2006,July,California,Restaurant,"Beans, Unspecified",Bacillus cereus; Clostridium perfringens,7,0.0,0.0
10620,2006,July,California,Private Home/Residence,Mixed Fruit,Norovirus genogroup II,32,0.0,0.0
10621,2006,July,California,Private Home/Residence,"Ice Cream, Homemade",Salmonella enterica,6,0.0,0.0
10625,2006,July,California,Restaurant,"Chicken, Other",Chemical or toxin,2,0.0,0.0
10626,2006,July,California,,Milkshake,Salmonella enterica,5,1.0,0.0
10627,2006,July,California,Grocery Store,Watermelon,Norovirus unknown,14,0.0,0.0
10629,2006,July,California,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,10,1.0,0.0
10631,2006,July,California,Catering Service,"Muffin, Unspecified",Norovirus unknown,14,0.0,0.0
10632,2006,July,Colorado,Restaurant,"Fish, Raw Fish",Norovirus genogroup I,13,0.0,0.0
10634,2006,July,Connecticut,Restaurant,"Refried Beans, Unspecified",Clostridium perfringens,12,1.0,0.0
10636,2006,July,Florida,Private Home/Residence,Clams,Neurotoxic shellfish poison,13,5.0,0.0
10646,2006,July,Georgia,Restaurant,Salads; Glazed Carrots,Norovirus genogroup I,40,0.0,0.0
10647,2006,July,Georgia,Restaurant,Dosai,Salmonella enterica,3,1.0,0.0
10660,2006,July,Maine,Private Home/Residence,Macaroni,"Escherichia coli, Shiga toxin-producing",5,2.0,0.0
10663,2006,July,Massachusetts,,Strawberries; Blueberries,"Escherichia coli, Shiga toxin-producing",5,1.0,0.0
10670,2006,July,Michigan,,"Salmon, Smoked",Norovirus genogroup I,23,0.0,0.0
10671,2006,July,Minnesota,Restaurant,Ice Tea,Norovirus genogroup I,14,0.0,0.0
